shipment_id,order_ref,warehouse_id,customer_id,vehicle_id,carrier,ship_date,expected_delivery_date,actual_delivery_date,distance_km,weight_kg,freight_cost_usd,status,origin_city,destination_city
SHP000065,ORD000094,WH015,CUST00038,VEH0059,Delhivery,2026-07-28,2026-08-06,2026-08-06,2965.0,1959.8,1906.52,Out for Delivery,Atlanta,North James
SHP000643,ORD000308,WH008,CUST00600,VEH0011,DHL,2026-03-22,2026-03-28,2026-03-28,1370.8,947.1,3656.1,Cancelled,Singapore,Port Richardside
SHP000842,ORD001114,WH001,CUST00306,VEH0037,BlueDart,2026-07-20,2026-07-22,2026-07-22,2390.0,496.0,3924.83,Delivered,Chennai,South Amyview
SHP000179,ORD000913,WH013,CUST00294,VEH0057,In-house Fleet,2026-02-17,2026-03-01,2026-03-01,1733.3,1632.6,1934.14,In Transit,Chennai,Andersonmouth
SHP000710,ORD000978,WH005,CUST00060,VEH0034,BlueDart,2026-04-03,2026-04-05,2026-04-05,2213.5,2284.8,2186.13,Cancelled,Rotterdam,North Josefort
SHP000229,ORD000550,WH008,CUST00436,VEH0014,DHL,2026-07-08,2026-07-09,2026-07-09,2645.5,1187.7,1238.16,Delivered,Singapore,West Megan
SHP001241,ORD000907,WH012,CUST00375,VEH0051,FedEx,2026-06-06,2026-06-14,2026-06-14,2391.3,392.8,3604.31,In Transit,Hamburg,Rhodeshaven
SHP000081,ORD000800,WH001,CUST00053,VEH0005,XPO Logistics,2026-04-03,2026-04-04,2026-04-04,2230.3,3790.8,3341.27,Delivered,Chennai,Beanport
SHP000779,ORD000471,WH006,CUST00072,VEH0044,Delhivery,2026-06-22,2026-07-01,,1453.6,4696.9,39.47,In Transit,Atlanta,Zoeberg
SHP000991,ORD000292,WH004,CUST00321,VEH0038,XPO Logistics,2026-05-10,2026-05-16,2026-05-16,1416.7,3274.9,304.14,Delayed,Columbus,Port Kristifort
SHP000465,ORD000265,WH003,CUST00256,VEH0009,Delhivery,2026-04-08,2026-04-14,2026-04-14,2881.5,2182.9,3459.58,Delivered,Columbus,North Jennifer
SHP001299,ORD000879,WH001,CUST00162,VEH0022,BlueDart,2026-03-07,2026-03-13,2026-03-13,442.2,348.4,2234.63,Delivered,Chennai,South Jeffrey
SHP000328,ORD000599,WH004,CUST00268,VEH0038,In-house Fleet,2026-04-15,2026-04-16,2026-04-16,2027.1,786.4,320.47,Delivered,Columbus,Tracimouth
SHP001333,ORD000093,WH005,CUST00256,VEH0008,Delhivery,2026-08-06,2026-08-10,2026-08-10,165.0,1827.9,208.13,Out for Delivery,Rotterdam,Zamorafort
SHP000285,ORD000848,WH014,CUST00595,VEH0004,FedEx,2026-04-18,2026-04-29,2026-04-29,1419.7,2041.9,3281.59,Out for Delivery,Atlanta,Nicoleton
SHP000890,ORD000128,WH005,CUST00233,VEH0044,BlueDart,2026-02-25,2026-03-05,2026-03-05,923.8,4725.2,148.17,Delivered,Rotterdam,Rodriguezborough
SHP001172,ORD000128,WH010,CUST00361,VEH0008,Delhivery,2026-05-04,2026-05-14,,206.6,4192.8,3083.4,In Transit,Newark,Port Sarah
SHP000672,ORD000500,WH009,CUST00374,VEH0025,FedEx,2026-04-26,2026-05-08,2026-05-08,1269.1,2003.4,3733.78,Cancelled,Atlanta,Port Cynthia
SHP001251,ORD000556,WH005,CUST00569,VEH0033,Delhivery,2026-06-26,2026-06-29,2026-06-29,490.8,4710.2,63.3,Cancelled,Rotterdam,Scottfort
SHP000210,ORD000125,WH010,CUST00108,VEH0030,In-house Fleet,2026-07-29,2026-08-09,2026-08-09,128.5,883.7,43.35,Cancelled,Newark,Hawkinstown
SHP001242,ORD000484,WH007,CUST00013,VEH0012,DHL,2026-05-21,2026-05-25,2026-05-25,501.7,4982.1,3333.48,Cancelled,Delhi,Lake Zachary
SHP000676,ORD000892,WH008,CUST00233,VEH0056,DHL,2026-05-19,2026-05-21,2026-05-21,275.3,1007.3,2102.58,Delivered,Singapore,North Michaelborough
SHP000098,ORD001072,WH009,CUST00487,VEH0060,DHL,2026-04-26,2026-04-28,2026-04-28,1893.1,2969.1,674.8,Delayed,Atlanta,Floresstad
SHP000284,ORD001059,WH011,CUST00368,VEH0051,XPO Logistics,2026-06-17,2026-06-28,2026-06-28,1454.5,2321.8,647.89,Delivered,Newark,North Natalie
SHP001041,ORD000137,WH013,CUST00578,VEH0048,BlueDart,2026-04-25,2026-05-01,2026-05-01,1933.0,267.1,697.77,Delayed,Chennai,Heatherfurt
SHP001226,ORD000452,WH009,CUST00465,VEH0027,In-house Fleet,2026-06-01,2026-06-06,2026-06-06,420.5,2546.2,2782.94,In Transit,Atlanta,West Gabriel
SHP000598,ORD000359,WH010,CUST00462,VEH0054,BlueDart,2026-07-15,2026-07-20,2026-07-20,585.9,4021.4,2558.91,Delivered,Newark,North Joannbury
SHP001015,ORD000028,WH005,CUST00411,VEH0011,DHL,2026-06-13,2026-06-14,2026-06-14,2328.7,1055.2,3851.71,Delayed,Rotterdam,South Jasmine
SHP000841,ORD000310,WH007,CUST00160,VEH0035,In-house Fleet,2026-06-26,2026-07-02,2026-07-02,516.7,3696.8,2695.92,Cancelled,Delhi,West Kimberly
SHP001125,ORD000231,WH003,CUST00092,VEH0016,In-house Fleet,2026-08-08,2026-08-12,2026-08-12,1977.3,33.8,1039.11,Delayed,Columbus,Fischertown
SHP000986,ORD001170,WH006,CUST00342,VEH0048,Delhivery,2026-05-16,2026-05-21,2026-05-21,1284.1,2087.8,1312.65,Delivered,Atlanta,Bellburgh
SHP001437,ORD000677,WH012,CUST00214,VEH0015,FedEx,2026-03-10,2026-03-15,2026-03-15,2392.4,4840.3,3333.78,Delivered,Hamburg,Port Andrew
SHP000336,ORD001036,WH010,CUST00243,VEH0037,In-house Fleet,2026-08-05,2026-08-12,2026-08-12,2230.5,2413.5,3524.74,In Transit,Newark,Lake Rebeccamouth
SHP001323,ORD000938,WH014,CUST00578,VEH0051,XPO Logistics,2026-04-27,2026-05-07,2026-05-07,2761.5,4067.9,1180.67,Out for Delivery,Atlanta,South Roger
SHP000931,ORD000871,WH011,CUST00143,VEH0011,DHL,2026-05-14,2026-05-23,2026-05-23,1355.4,3008.5,643.06,Delayed,Newark,Jamesview
SHP000615,ORD000624,WH010,CUST00166,VEH0060,In-house Fleet,2026-08-04,2026-08-10,2026-08-10,1568.1,952.8,1604.18,Delivered,Newark,South Edward
SHP000362,ORD000275,WH005,CUST00467,VEH0057,DHL,2026-07-16,2026-07-26,2026-07-26,163.7,4230.1,2557.66,Delivered,Rotterdam,West Seanbury
SHP000885,ORD000696,WH010,CUST00026,VEH0035,FedEx,2026-03-31,2026-04-04,2026-04-04,2610.7,1609.2,614.5,Delivered,Newark,Dennisberg
SHP001007,ORD000796,WH005,CUST00158,VEH0003,In-house Fleet,2026-06-10,2026-06-17,2026-06-17,2947.6,3702.8,961.97,Cancelled,Rotterdam,North Tonybury
SHP001219,ORD000337,WH010,CUST00349,VEH0017,XPO Logistics,2026-06-03,2026-06-10,2026-06-10,1103.8,765.7,2474.11,Cancelled,Newark,Howardville
SHP000336,ORD001036,WH010,CUST00243,VEH0037,In-house Fleet,2026-08-05,2026-08-12,2026-08-12,2230.5,2413.5,3524.74,In Transit,Newark,Lake Rebeccamouth
SHP000133,ORD000255,WH012,CUST00230,VEH0027,BlueDart,2026-07-12,2026-07-17,2026-07-17,1596.9,3210.8,2403.52,Out for Delivery,Hamburg,North Davidville
SHP001243,ORD000392,WH010,CUST00175,VEH0011,FedEx,2026-07-19,2026-07-28,2026-07-28,1531.4,509.4,3201.55,Cancelled,Newark,Port Edward
SHP000354,ORD000046,WH001,CUST00381,VEH0029,DHL,2026-08-05,2026-08-07,2026-08-07,2434.6,2398.5,142.22,Delivered,Chennai,Marybury
SHP000073,ORD000088,WH006,CUST00235,VEH0036,DHL,2026-02-26,2026-03-09,2026-03-09,202.7,4775.5,1781.69,Delivered,Atlanta,New Victoriahaven
SHP000549,ORD000197,WH003,CUST00040,VEH0005,XPO Logistics,2026-04-02,2026-04-08,,1017.6,4883.0,3850.64,In Transit,Columbus,Davidfort
SHP000144,ORD000127,wh012,CUST00031,VEH0060,In-house Fleet,2026-05-21,2026-05-25,2026-05-25,298.2,2965.6,3056.17,Out for Delivery,Hamburg,Port Vernonstad
SHP000690,ORD000606,WH011,CUST00137,VEH0042,DHL,2026-04-23,2026-04-29,2026-04-29,575.5,4892.4,1321.88,Delivered,Newark,Odombury
SHP001316,ORD001042,WH006,CUST00146,VEH0028,XPO Logistics,2026-02-23,2026-03-07,2026-03-07,2364.2,4780.4,3620.86,Delayed,Atlanta,Scottton
SHP000800,ORD000471,WH006,CUST00359,VEH0011,XPO Logistics,2026-05-12,2026-05-15,2026-05-15,312.7,783.5,1952.59,Delivered,Atlanta,Zunigaton
SHP001240,ORD001089,WH009,CUST00206,VEH0007,FedEx,2026-04-17,2026-04-25,2026-04-25,178.0,2946.4,3691.73,Out for Delivery,Atlanta,North Robertstad
SHP000381,ORD000822,WH003,CUST00064,VEH0056,FedEx,2026-08-12,2026-08-18,2026-08-18,184.5,3050.2,373.43,Out for Delivery,Columbus,Aimeeborough
SHP001084,ORD000254,WH010,CUST00342,VEH0055,XPO Logistics,2026-05-02,2026-05-03,2026-05-03,1813.6,1879.6,3781.29,In Transit,Newark,West John
SHP000290,ORD000927,WH013,CUST00427,VEH0004,DHL,2026-07-02,2026-07-06,2026-07-06,553.0,1421.5,2003.4,Cancelled,Chennai,South Amanda
SHP000315,ORD000225,wh013,CUST00048,VEH0046,In-house Fleet,2026-06-26,2026-06-29,2026-06-29,339.4,2690.1,455.4,Delivered,Chennai,East Matthewmouth
SHP000726,ORD000298,WH013,CUST00530,VEH0005,BlueDart,2026-06-05,2026-06-16,2026-06-16,402.8,2267.5,826.34,Delayed,Chennai,Woodburgh
SHP001309,ORD000617,WH012,CUST00523,VEH0043,DHL,2026-04-14,2026-04-23,2026-04-23,1856.5,2993.5,213.51,Cancelled,Hamburg,Christopherville
SHP000982,ORD000418,WH003,CUST00047,VEH0023,Delhivery,2026-07-05,2026-07-14,2026-07-14,1866.5,1492.8,323.3,Delivered,Columbus,Thomaschester
SHP001367,ORD001065,WH005,CUST00141,VEH0040,BlueDart,2026-07-31,2026-08-12,2026-08-12,2964.4,3530.7,31.65,Out for Delivery,Rotterdam,Port Kimberlymouth
SHP000500,ORD000939,WH006,CUST00236,VEH0010,FedEx,2026-04-06,2026-04-09,2026-04-09,124.4,1369.4,3517.05,Out for Delivery,Atlanta,Port Samantha
SHP000335,ORD000417,WH010,CUST00426,VEH0056,FedEx,2026-05-08,2026-05-12,2026-05-12,2460.3,1849.7,1191.47,In Transit,Newark,Sarahport
SHP000209,ORD000397,WH003,CUST00269,VEH0035,BlueDart,2026-02-22,2026-03-04,2026-03-04,253.5,455.0,1290.09,Cancelled,Columbus,Kevinstad
SHP000704,ORD001102,WH005,CUST00017,VEH0020,In-house Fleet,2026-02-26,2026-03-04,2026-03-04,-39.2,3513.0,3316.16,Delivered,Rotterdam,Alexandriaburgh
SHP000408,ORD000869,WH011,CUST00181,VEH0016,Delhivery,2026-03-13,2026-03-20,2026-03-20,1667.2,3998.2,1272.16,Delivered,Newark,Jessicamouth
SHP001064,ORD000925,WH012,CUST00334,VEH0012,Delhivery,2026-05-18,2026-05-29,2026-05-29,713.9,2352.7,454.53,In Transit,Hamburg,Jamesport
SHP000627,ORD000551,WH010,CUST00246,VEH0007,BlueDart,2026-04-10,2026-04-11,2026-04-11,1524.0,4417.0,3427.29,Delivered,Newark,Port Jillburgh
SHP001052,ORD000363,WH013,CUST00542,VEH0050,BlueDart,2026-04-28,2026-05-07,2026-05-07,1228.3,424.4,2801.78,Delivered,Chennai,New Jameschester
SHP000889,ORD000197,WH011,CUST00032,VEH0029,DHL,2026-03-24,2026-03-25,2026-03-25,1569.4,4079.1,3716.29,In Transit,Newark,Raymondfort
SHP000155,ORD001003,WH015,CUST00224,VEH0004,Delhivery,2026-07-12,2026-07-23,2026-07-23,691.7,4404.6,2883.2,Cancelled,Atlanta,New Sonya
SHP000881,ORD001145,WH006,CUST00188,VEH0060,In-house Fleet,2026-07-11,2026-07-13,2026-07-13,1724.4,1493.0,2555.07,Cancelled,Atlanta,Jonathanland
SHP000176,ORD001103,WH014,CUST00466,VEH0013,Delhivery,2026-04-22,2026-04-24,2026-04-24,2211.7,989.3,3870.85,Cancelled,Atlanta,New Patriciaburgh
SHP000008,ORD000799,WH010,CUST00418,VEH0030,XPO Logistics,2026-04-06,2026-04-10,2026-04-10,65.1,4898.3,438.04,Cancelled,Newark,East Mistyville
SHP001141,ORD000248,wh008,CUST00527,VEH0020,XPO Logistics,2026-03-17,2026-03-25,2026-03-25,1659.4,4777.6,1651.81,Delivered,Singapore,Johnsonhaven
SHP001355,ORD000995,WH013,CUST00100,VEH0002,BlueDart,2026-07-25,2026-08-03,2026-08-03,121.5,2589.5,3705.73,In Transit,Chennai,Clarkburgh
SHP001301,ORD000306,WH007,CUST00592,VEH0028,DHL,2026-04-18,2026-04-30,2026-04-30,148.7,2536.1,1891.67,Delivered,Delhi,Steinside
SHP000153,ORD000156,WH006,CUST00442,VEH0003,In-house Fleet,2026-04-18,2026-04-28,2026-04-28,396.9,3217.1,919.25,Delayed,Atlanta,Lindseyshire
SHP001371,ORD000752,WH014,CUST00170,VEH0048,BlueDart,2026-04-17,2026-04-27,2026-04-27,354.9,4002.8,100.07,Cancelled,Atlanta,New Stanley
SHP000981,ORD000958,WH013,CUST00160,VEH0017,BlueDart,2026-06-11,2026-06-13,2026-06-13,2838.1,3431.1,3116.36,Delivered,Chennai,North Christopher
SHP000708,ORD001026,WH007,CUST00029,VEH0050,XPO Logistics,2026-04-26,2026-05-06,2026-05-06,922.6,2165.0,337.27,In Transit,Delhi,Dawsonburgh
SHP000239,ORD000934,WH012,CUST00358,VEH0048,Delhivery,2026-04-28,2026-04-29,2026-04-29,2849.3,1180.6,3005.08,Delivered,Hamburg,South Rebeccaside
SHP000360,ORD001193,WH010,CUST00386,VEH0029,FedEx,2026-03-17,2026-03-24,,238.9,4130.5,3130.31,In Transit,Newark,Hernandezfurt
SHP000079,ORD001003,WH004,CUST00444,VEH0001,In-house Fleet,2026-05-21,2026-05-28,2026-05-28,2977.5,4988.7,2208.9,Out for Delivery,Columbus,North Michellestad
SHP000228,ORD000604,WH002,CUST00235,VEH0020,XPO Logistics,2026-08-13,2026-08-24,2026-08-24,1167.7,4196.2,994.28,Delivered,Singapore,South Tiffanychester
SHP000597,ORD000007,WH014,CUST00267,VEH0027,In-house Fleet,2026-03-24,2026-03-29,2026-03-29,728.3,1279.5,1549.98,Delayed,Atlanta,Lake Sean
SHP001478,ORD000507,WH006,CUST00161,VEH0030,BlueDart,2026-06-27,2026-07-05,,1197.3,674.8,1470.37,In Transit,Atlanta,Heidiberg
SHP000117,ORD001002,WH014,CUST00158,VEH0041,XPO Logistics,2026-04-05,2026-04-09,2026-04-09,508.0,1782.2,2467.5,In Transit,Atlanta,West James
SHP000324,ORD000452,WH012,CUST00549,VEH0030,XPO Logistics,2026-06-21,2026-06-22,2026-06-22,1825.4,4716.7,425.93,Cancelled,Hamburg,Albertville
SHP000147,ORD000769,WH004,CUST00273,VEH0049,FedEx,2026-08-01,2026-08-04,2026-08-04,2556.1,609.4,2165.76,Delivered,Columbus,Port Toddton
SHP001443,ORD000617,WH006,CUST00061,VEH0058,In-house Fleet,2026-07-19,2026-07-27,2026-07-27,1035.6,1881.2,2954.45,Delivered,Atlanta,Robinbury
SHP000488,ORD000258,WH004,CUST00005,VEH0010,BlueDart,2026-05-31,2026-06-09,2026-06-09,2629.6,1725.3,1022.48,Delivered,Columbus,Lake Laura
SHP000174,ORD000395,WH004,CUST00297,VEH0015,In-house Fleet,2026-07-27,2026-08-04,2026-08-04,1455.1,3403.1,2681.13,In Transit,Columbus,Reedberg
SHP000693,ORD000565,wh002,CUST00236,VEH0042,Delhivery,2026-03-21,2026-04-02,2026-04-02,2561.2,2923.7,790.38,Cancelled,Singapore,West Kristina
SHP001149,ORD000637,WH014,CUST00222,VEH0043,DHL,2026-05-16,2026-05-20,2026-05-20,2839.1,807.9,108.82,Out for Delivery,Atlanta,Rhondahaven
SHP000047,ORD000275,WH013,CUST00166,VEH0010,XPO Logistics,2026-04-15,2026-04-24,2026-04-24,522.7,2121.4,1580.33,Out for Delivery,Chennai,South Brandonshire
SHP000675,ORD000904,WH004,CUST00506,VEH0033,Delhivery,2026-08-10,2026-08-14,2026-08-14,1326.4,2640.2,2336.61,Delivered,Columbus,Bensonside
SHP001289,ORD001100,WH003,CUST00423,VEH0001,BlueDart,2026-05-01,2026-05-05,2026-05-05,469.7,97.7,582.25,Delivered,Columbus,New Kelsey
SHP000744,ORD000426,WH011,CUST00457,VEH0052,BlueDart,2026-03-26,2026-04-03,2026-04-03,2464.7,1194.7,667.76,Out for Delivery,Newark,Phillipmouth
SHP000148,ORD000628,WH014,CUST00413,VEH0049,DHL,2026-05-13,2026-05-19,2026-05-19,182.6,2417.1,1271.41,Cancelled,Atlanta,North Kerribury
SHP000415,ORD000168,WH012,CUST00381,VEH0045,DHL,2026-08-06,2026-08-16,2026-08-16,2982.4,2375.6,1941.21,Delivered,Hamburg,Lopezfurt
SHP000154,ORD000145,WH009,CUST00315,VEH0014,BlueDart,2026-06-28,2026-07-01,2026-07-01,845.1,2420.2,1635.77,In Transit,Atlanta,Dannymouth
SHP000572,ORD000621,WH010,CUST00301,VEH0003,BlueDart,2026-04-16,2026-04-26,2026-04-26,322.2,49.4,1236.2,Delivered,Newark,Boydland
SHP001363,ORD000606,WH005,CUST00448,VEH0016,BlueDart,2026-06-11,2026-06-22,2026-06-22,292.3,3363.8,1467.63,Delayed,Rotterdam,South Alison
SHP000428,ORD000061,WH010,CUST00494,VEH0035,DHL,2026-04-28,2026-04-30,2026-04-30,1624.9,1194.1,2599.81,Delivered,Newark,East Thomas
SHP000165,ORD000548,WH009,CUST00404,VEH0053,FedEx,2026-06-12,2026-06-14,2026-06-14,1427.2,583.9,1109.86,Delayed,Atlanta,Lake Andrew
SHP001484,ORD000439,WH011,CUST00553,VEH0028,XPO Logistics,2026-05-21,2026-05-28,2026-05-28,878.8,4605.3,1344.49,In Transit,Newark,Hensonfort
SHP000948,ORD000293,WH011,CUST00562,VEH0005,XPO Logistics,2026-07-11,2026-07-12,2026-07-12,1459.4,1236.7,3212.87,Cancelled,Newark,Cherylfort
SHP000632,ORD000914,WH012,CUST00252,VEH0018,BlueDart,2026-08-03,2026-08-14,2026-08-14,76.3,362.5,783.31,Cancelled,Hamburg,Janetland
SHP001497,ORD001064,WH011,CUST00002,VEH0030,BlueDart,2026-08-02,2026-08-03,2026-08-03,1448.0,862.1,1644.54,Delivered,Newark,East Richardport
SHP001494,ORD000391,WH008,CUST00122,VEH0042,In-house Fleet,2026-07-12,2026-07-15,2026-07-15,1899.8,395.5,1108.2,Out for Delivery,Singapore,Atkinsonmouth
SHP001279,ORD001053,WH005,CUST00116,VEH0009,Delhivery,2026-03-04,2026-03-10,2026-03-10,1251.3,434.0,1734.43,Delayed,Rotterdam,Kellybury
SHP000387,ORD000974,WH003,CUST00297,VEH0058,BlueDart,2026-06-10,2026-06-13,2026-06-13,1936.0,1369.4,2009.97,Delivered,Columbus,Lake Aaronhaven
SHP000236,ORD000460,WH002,CUST00116,VEH0012,Delhivery,2026-03-09,2026-03-11,2026-03-11,1957.7,3981.0,850.48,Cancelled,Singapore,West David
SHP000123,ORD001072,wh001,CUST00348,VEH0017,XPO Logistics,2026-07-12,2026-07-22,2026-07-22,1675.8,2750.9,299.38,Out for Delivery,Chennai,Charlenebury
SHP000096,ORD001034,WH008,CUST00066,VEH0001,Delhivery,2026-06-08,2026-06-19,2026-06-19,1396.4,907.0,2797.76,Out for Delivery,Singapore,New Taylorchester
SHP000211,ORD000577,WH010,CUST00170,VEH0051,In-house Fleet,2026-04-10,2026-04-20,2026-04-20,26.9,3170.6,3011.62,Delivered,Newark,Christinamouth
SHP000046,ORD000830,WH004,CUST00378,VEH0003,BlueDart,2026-07-19,2026-07-30,2026-07-30,2622.4,850.3,2269.35,Delivered,Columbus,North Benjaminfurt
SHP001283,ORD000917,WH008,CUST00162,VEH0052,FedEx,2026-07-18,2026-07-24,2026-07-24,2057.8,1179.9,1733.94,Delivered,Singapore,South Jose
SHP000585,ORD000655,WH013,CUST00293,VEH0018,BlueDart,2026-03-25,2026-04-03,2026-04-03,2940.8,1903.8,1957.79,Delivered,Chennai,Christianmouth
SHP000163,ORD000743,WH004,CUST00455,VEH0001,BlueDart,2026-04-16,2026-04-20,,2644.8,2439.1,1376.13,In Transit,Columbus,Port Marcburgh
SHP000383,ORD001155,WH014,CUST00477,VEH0019,FedEx,2026-03-20,2026-03-24,2026-03-24,386.5,2681.5,3077.99,In Transit,Atlanta,Angelstad
SHP000854,ORD000516,wh008,CUST00074,VEH0004,XPO Logistics,2026-06-23,2026-06-30,2026-06-30,1673.3,4225.8,3013.59,Delivered,Singapore,Michelleberg
SHP000459,ORD000996,WH015,CUST00455,VEH0018,BlueDart,2026-06-26,2026-06-28,2026-06-28,1850.3,433.2,2709.31,Delayed,Atlanta,Cainland
SHP000703,ORD000662,WH012,CUST00507,VEH0013,In-house Fleet,2026-08-09,2026-08-20,,692.5,3437.3,1307.81,In Transit,Hamburg,Christinaberg
SHP000983,ORD000390,WH004,CUST00241,VEH0024,Delhivery,2026-07-09,2026-07-10,2026-07-10,71.5,2507.9,2136.4,Cancelled,Columbus,Lake Jeffreyport
SHP001458,ORD000521,WH009,CUST00360,VEH0049,FedEx,2026-08-13,2026-08-25,2026-08-25,2407.3,4530.7,33.27,In Transit,Atlanta,Fosterfort
SHP000721,ORD000321,WH011,CUST00471,VEH0024,XPO Logistics,2026-03-25,2026-03-31,2026-03-31,113.3,1503.0,1095.45,Out for Delivery,Newark,New Reginaldburgh
SHP000860,ORD000187,wh009,CUST00538,VEH0048,DHL,2026-06-30,2026-07-02,2026-07-02,1917.3,4961.8,373.75,Delayed,Atlanta,Mileshaven
SHP000191,ORD001110,WH007,CUST00480,VEH0053,FedEx,2026-07-12,2026-07-22,2026-07-22,1735.1,3759.4,3639.46,Delivered,Delhi,Carrollfort
SHP000566,ORD000029,WH013,CUST00345,VEH0054,XPO Logistics,2026-02-25,2026-03-08,2026-03-08,1352.9,902.7,3065.48,Delivered,Chennai,West Kathleen
SHP000942,ORD000205,WH010,CUST00487,VEH0052,FedEx,2026-02-21,2026-03-01,2026-03-01,2253.5,220.0,3608.04,Delivered,Newark,New Randyside
SHP000875,ORD000983,WH013,CUST00069,VEH0038,DHL,2026-05-30,2026-06-01,2026-06-01,1452.8,4750.8,3541.63,In Transit,Chennai,Lake Markborough
SHP001225,ORD000217,WH015,CUST00201,VEH0059,DHL,2026-08-10,2026-08-22,2026-08-22,1107.3,1073.6,1322.59,Cancelled,Atlanta,New Johnnyland
SHP001485,ORD000285,WH009,CUST00232,VEH0026,XPO Logistics,2026-03-15,2026-03-17,2026-03-17,2382.4,3967.2,3384.81,Delivered,Atlanta,West Donnatown
SHP000169,ORD000955,wh009,CUST00142,VEH0054,XPO Logistics,2026-06-27,2026-07-05,2026-07-05,1469.2,2023.3,1728.57,Delayed,Atlanta,Lake Samanthaborough
SHP000256,ORD000741,WH007,CUST00365,VEH0021,XPO Logistics,2026-02-28,2026-03-07,2026-03-07,24.6,2750.9,858.44,Delivered,Delhi,West Nicoleland
SHP000092,ORD001034,WH013,CUST00294,VEH0015,In-house Fleet,2026-05-06,2026-05-12,2026-05-12,912.7,706.5,1199.64,Out for Delivery,Chennai,South Amyport
SHP001326,ORD000991,WH006,CUST00464,VEH0028,BlueDart,2026-08-16,2026-08-19,2026-08-19,2980.9,1151.7,3447.35,Delayed,Atlanta,Melissaton
SHP001023,ORD000573,WH003,CUST00154,VEH0007,BlueDart,2026-04-24,2026-05-04,2026-05-04,2069.4,380.3,33.26,Delivered,Columbus,Brandonstad
SHP000857,ORD000597,WH010,CUST00124,VEH0020,Delhivery,2026-05-14,2026-05-26,2026-05-26,2103.4,2827.4,2013.25,Delayed,Newark,West John
SHP000814,ORD000654,WH007,CUST00263,VEH0057,Delhivery,2026-07-04,2026-07-12,2026-07-12,164.9,4082.8,883.87,Delayed,Delhi,Ramirezborough
SHP000750,ORD000307,WH014,CUST00118,VEH0025,DHL,2026-05-22,2026-05-25,2026-05-25,1118.1,2291.9,73.05,Delivered,Atlanta,Brennanmouth
SHP000582,ORD000605,WH013,CUST00176,VEH0032,XPO Logistics,2026-03-18,2026-03-21,2026-03-21,1958.8,4767.1,2612.41,In Transit,Chennai,North Justinport
SHP001200,ORD000342,WH004,CUST00162,VEH0030,Delhivery,2026-08-16,2026-08-21,2026-08-21,1827.8,275.1,2201.16,Cancelled,Columbus,North Stevenville
SHP000251,ORD000035,WH007,CUST00428,VEH0024,In-house Fleet,2026-06-03,2026-06-14,,2689.6,420.6,3051.26,In Transit,Delhi,New Stefanie
SHP000371,ORD001199,WH001,CUST00403,VEH0008,XPO Logistics,2026-07-15,2026-07-22,2026-07-22,1300.6,4658.7,3815.13,Delivered,Chennai,Port Cheryl
SHP001421,ORD000269,WH015,CUST00191,VEH0055,BlueDart,2026-03-22,2026-03-30,2026-03-30,2553.4,3444.9,127.71,Cancelled,Atlanta,South Steven
SHP000170,ORD000696,WH012,CUST00260,VEH0010,XPO Logistics,2026-03-30,2026-04-02,2026-04-02,-1.7,3784.4,1218.77,Delivered,Hamburg,Port Kevinshire
SHP000074,ORD000044,WH011,CUST00244,VEH0007,XPO Logistics,2026-05-05,2026-05-11,2026-05-11,1987.2,1399.2,3860.32,Delivered,Newark,Alvarezbury
SHP001280,ORD000846,WH011,CUST00357,VEH0052,XPO Logistics,2026-07-04,2026-07-11,2026-07-11,383.2,4887.0,1723.63,Delivered,Newark,Powellhaven
SHP000041,ORD001122,wh012,CUST00301,VEH0027,DHL,2026-04-19,2026-04-21,2026-04-21,1664.7,3692.4,3102.61,In Transit,Hamburg,Lake Claudia
SHP000769,ORD000467,WH008,CUST00404,VEH0028,XPO Logistics,2026-03-18,2026-03-20,2026-03-20,570.4,4070.1,1957.94,In Transit,Singapore,Vargasshire
SHP000688,ORD000472,WH007,CUST00275,VEH0040,In-house Fleet,2026-08-05,2026-08-16,2026-08-16,900.3,3222.5,3437.89,In Transit,Delhi,Christianbury
SHP000394,ORD001107,WH008,CUST00041,VEH0050,In-house Fleet,2026-04-02,2026-04-10,2026-04-10,707.9,3248.2,1039.67,In Transit,Singapore,Lake Erica
SHP001313,ORD000634,WH006,CUST00268,VEH0049,FedEx,2026-07-18,2026-07-20,2026-07-20,2463.7,1810.7,224.91,Cancelled,Atlanta,North Jerrychester
SHP000569,ORD000475,WH007,CUST00042,VEH0032,Delhivery,2026-03-26,2026-04-01,2026-04-01,2970.7,581.8,3905.75,Cancelled,Delhi,Shepardtown
SHP000944,ORD000559,WH005,CUST00345,VEH0031,Delhivery,2026-04-04,2026-04-06,2026-04-06,1119.2,944.1,3215.88,Delayed,Rotterdam,Stephaniemouth
SHP000424,ORD000719,WH012,CUST00063,VEH0053,Delhivery,2026-03-26,2026-04-06,2026-04-06,1111.8,2798.7,1503.72,Out for Delivery,Hamburg,Riveraberg
SHP000348,ORD000553,WH015,CUST00166,VEH0054,XPO Logistics,2026-07-12,2026-07-14,2026-07-14,286.6,18.0,567.25,In Transit,Atlanta,Gilmoremouth
SHP000823,ORD000844,WH010,CUST00513,VEH0025,DHL,2026-04-19,2026-04-27,2026-04-27,1685.5,4379.0,2993.81,Out for Delivery,Newark,Colinborough
