feedback_id,shipment_id,customer_id,rating,on_time_delivery,comments,feedback_date,channel
FBK000336,SHP000295,CUST00494,5,NO,Driver was late by several hours.,2026-06-23,Email Survey
FBK000337,SHP000800,CUST00380,2,No,Driver was late by several hours.,2026-04-01,Email Survey
FBK000338,SHP000613,CUST00506,5,NO,Driver was late by several hours.,2026-06-21,Website
FBK000339,SHP001036,CUST00327,3,No,,2026-08-10,Website
FBK000340,SHP000224,CUST00329,2,Yes,,2026-08-11,Website
FBK000341,SHP000732,CUST00313,3,Yes,Wrong item delivered.,2026-07-31,Email Survey
FBK000342,SHP001272,CUST00397,4,yes,Delivery was on time and package was in great condition.,2026-04-20,Email Survey
FBK000343,SHP001248,CUST00544,1,No,Item arrived damaged.,2026-08-12,App
FBK000344,SHP000747,CUST00351,1,Yes,,2026-07-30,Call Center
FBK000345,SHP000587,CUST00471,1,NO,,2026-07-23,Call Center
FBK000346,SHP001272,CUST00115,1,yes,Delivery was on time and package was in great condition.,2026-04-02,Call Center
FBK000347,SHP000409,CUST00466,5,No,"Great service, will order again.",2026-08-01,Email Survey
FBK000348,SHP000588,CUST00330,4,yes,Item arrived damaged.,2026-07-15,Email Survey
FBK000349,SHP000276,CUST00084,2,No,Item arrived damaged.,2026-07-26,Email Survey
FBK000350,SHP001264,CUST00446,5,yes,,2026-07-30,Email Survey
FBK000351,SHP000878,CUST00222,5,NO,Wrong item delivered.,2026-06-13,Call Center
FBK000352,SHP000838,CUST00354,5,NO,Driver was late by several hours.,2026-05-24,Website
FBK000353,SHP001061,CUST00573,1,No,"Great service, will order again.",2026-06-09,Email Survey
FBK000354,SHP001185,CUST00252,1,yes,Driver was late by several hours.,2026-06-25,Email Survey
FBK000355,SHP000125,CUST00476,4,yes,Item arrived damaged.,2026-04-23,Website
FBK000356,SHP001351,CUST00206,5,No,Wrong item delivered.,2026-07-07,App
FBK000357,SHP001108,CUST00180,3,yes,Driver was late by several hours.,2026-06-02,Call Center
FBK000358,SHP000065,CUST00468,4,No,,2026-04-28,Email Survey
FBK000359,SHP000209,CUST00429,1,yes,Item arrived damaged.,2026-07-19,Email Survey
FBK000360,SHP000428,CUST00573,2,No,Wrong item delivered.,2026-07-21,Call Center
FBK000361,SHP000580,CUST00435,3,NO,Delivery was on time and package was in great condition.,2026-04-18,Website
FBK000362,SHP001091,CUST00132,4,NO,Item arrived damaged.,2026-06-17,Website
FBK000363,SHP001438,CUST00167,3,Yes,Driver was late by several hours.,2026-04-22,Email Survey
FBK000364,SHP001083,CUST00169,5,yes,,2026-07-14,Website
FBK000365,SHP000648,CUST00420,5,Yes,,2026-06-23,App
FBK000366,SHP000775,CUST00183,1,yes,,2026-04-12,Website
FBK000367,SHP001348,CUST00061,4,yes,Delivery was on time and package was in great condition.,2026-06-17,App
FBK000368,SHP000870,CUST00179,4,yes,,2026-06-12,Email Survey
FBK000369,SHP001290,CUST00442,5,Yes,,2026-06-03,Website
FBK000370,SHP000465,CUST00196,2,yes,,2026-05-25,Website
FBK000371,SHP001364,CUST00495,1,NO,"Great service, will order again.",2026-04-11,App
FBK000372,SHP000221,CUST00580,2,Yes,Wrong item delivered.,2026-08-01,App
FBK000373,SHP001156,CUST00479,4,yes,,2026-05-26,Email Survey
FBK000374,SHP000735,CUST00416,5,NO,,2026-06-26,Email Survey
FBK000375,SHP000364,CUST00153,4,yes,Delivery was on time and package was in great condition.,2026-05-29,Email Survey
FBK000376,SHP000702,CUST00021,1,Yes,Driver was late by several hours.,2026-03-20,App
FBK000377,SHP001264,CUST00134,4,yes,,2026-06-05,Email Survey
FBK000378,SHP000495,CUST00212,4,yes,"Great service, will order again.",2026-08-06,Email Survey
FBK000379,SHP000917,CUST00283,1,NO,,2026-07-23,Call Center
FBK000380,SHP001202,CUST00558,1,Yes,"Great service, will order again.",2026-05-08,Call Center
FBK000381,SHP001367,CUST00270,3,yes,Delivery was on time and package was in great condition.,2026-07-04,Website
FBK000382,SHP000792,CUST00097,4,No,,2026-07-12,Call Center
FBK000383,SHP000690,CUST00185,4,Yes,Wrong item delivered.,2026-04-26,Call Center
FBK000384,SHP001082,CUST00273,4,Yes,,2026-08-08,Website
FBK000385,SHP000320,CUST00201,1,No,,2026-04-19,App
FBK000386,SHP001385,CUST00116,2,NO,,2026-07-07,Website
FBK000387,SHP000696,CUST00318,5,Yes,Item arrived damaged.,2026-04-28,Website
FBK000388,SHP000071,CUST00197,5,yes,,2026-07-25,Website
FBK000389,SHP000751,CUST00426,1,yes,,2026-05-09,Call Center
FBK000390,SHP001364,CUST00534,1,NO,,2026-04-17,App
FBK000391,SHP000087,CUST00579,2,No,Delivery was on time and package was in great condition.,2026-05-05,Website
FBK000392,SHP001069,CUST00065,3,Yes,Driver was late by several hours.,2026-08-03,Website
FBK000393,SHP001481,CUST00007,0,yes,"Great service, will order again.",2026-05-10,App
FBK000394,SHP000393,CUST00255,1,No,Wrong item delivered.,2026-06-11,Call Center
FBK000395,SHP000298,CUST00146,5,yes,,2026-06-03,App
FBK000396,SHP000654,CUST00066,3,Yes,,2026-07-05,Email Survey
FBK000397,SHP000656,CUST00313,1,No,,2026-07-15,Website
FBK000398,SHP001150,CUST00054,2,No,Wrong item delivered.,2026-04-01,Call Center
FBK000399,SHP001189,CUST00342,2,NO,Item arrived damaged.,2026-08-14,Email Survey
FBK000400,SHP000260,CUST00315,4,Yes,Item arrived damaged.,2026-06-28,App
FBK000401,SHP001127,CUST00410,3,Yes,"Great service, will order again.",2026-07-31,Website
FBK000402,SHP001186,CUST00188,5,Yes,Driver was late by several hours.,2026-06-14,Call Center
FBK000403,SHP001028,CUST00150,5,yes,Wrong item delivered.,2026-04-03,Call Center
FBK000404,SHP001239,CUST00032,2,NO,"Great service, will order again.",2026-04-03,Email Survey
FBK000405,SHP001270,CUST00011,5,NO,"Great service, will order again.",2026-06-29,Call Center
FBK000406,SHP000195,CUST00443,4,NO,Item arrived damaged.,2026-07-14,Website
FBK000407,SHP001384,CUST00474,4,Yes,Wrong item delivered.,2026-06-10,App
FBK000408,SHP000093,CUST00355,2,NO,,2026-05-15,Call Center
FBK000409,SHP000267,CUST00441,1,No,,2026-07-11,App
FBK000410,SHP000572,CUST00079,3,No,,2026-04-25,Website
FBK000411,SHP001277,CUST00368,2,No,Delivery was on time and package was in great condition.,2026-07-15,Call Center
FBK000412,SHP001037,CUST00218,2,No,Delivery was on time and package was in great condition.,2026-06-15,App
FBK000413,SHP000889,CUST00591,2,NO,Wrong item delivered.,2026-05-17,Email Survey
FBK000414,SHP000938,CUST00043,1,yes,,2026-08-08,Call Center
FBK000415,SHP000231,CUST00061,4,No,,2026-07-21,Email Survey
FBK000416,SHP000027,CUST00249,5,yes,Delivery was on time and package was in great condition.,2026-07-22,Website
FBK000417,SHP001269,CUST00136,4,No,Item arrived damaged.,2026-06-07,App
FBK000418,SHP001010,CUST00218,1,yes,,2026-06-22,Website
FBK000419,SHP000452,CUST00229,5,No,,2026-04-12,Call Center
FBK000420,SHP000961,CUST00129,5,yes,"Great service, will order again.",2026-05-27,Call Center
FBK000421,SHP000091,CUST00408,3,yes,,2026-07-28,Email Survey
FBK000422,SHP000802,CUST00534,3,No,Delivery was on time and package was in great condition.,2026-06-09,App
FBK000423,SHP000182,CUST00518,1,Yes,,2026-08-03,App
FBK000424,SHP000047,CUST00158,4,yes,Wrong item delivered.,2026-03-23,Email Survey
FBK000425,SHP000343,CUST00338,5,No,"Great service, will order again.",2026-05-28,Call Center
FBK000426,SHP000146,CUST00127,2,No,Wrong item delivered.,2026-08-07,Call Center
FBK000427,SHP000997,CUST00107,3,NO,,2026-05-26,Website
FBK000428,SHP001199,CUST00079,4,Yes,Item arrived damaged.,2026-07-31,Website
FBK000429,SHP001289,CUST00541,2,Yes,,2026-05-12,App
FBK000430,SHP001115,CUST00215,2,NO,,2026-03-22,App
FBK000431,SHP000715,CUST00060,1,yes,Driver was late by several hours.,2026-08-02,App
FBK000432,SHP000745,CUST00220,3,yes,,2026-04-20,Call Center
FBK000433,SHP001075,CUST00141,4,No,,2026-07-14,Email Survey
FBK000434,SHP001310,CUST00562,3,No,,2026-04-06,Email Survey
FBK000435,SHP000614,CUST00098,2,Yes,Driver was late by several hours.,2026-05-11,App
FBK000436,SHP000732,CUST00034,5,NO,,2026-04-28,Call Center
FBK000437,SHP000756,CUST00438,3,Yes,,2026-07-10,App
FBK000438,SHP001191,CUST00467,3,Yes,Delivery was on time and package was in great condition.,2026-06-28,Call Center
FBK000439,SHP000892,CUST00031,3,yes,,2026-05-30,Call Center
FBK000440,SHP001111,CUST00203,1,Yes,,2026-05-20,Website
FBK000441,SHP001313,CUST00145,3,yes,,2026-03-25,Email Survey
FBK000442,SHP000879,CUST00134,5,No,,2026-03-25,Call Center
FBK000443,SHP001487,CUST00176,5,NO,Delivery was on time and package was in great condition.,2026-04-25,Email Survey
FBK000444,SHP000011,CUST00154,3,yes,,2026-04-10,Email Survey
FBK000445,SHP000199,CUST00060,2,Yes,,2026-06-15,Email Survey
FBK000446,SHP001336,CUST00476,2,NO,,2026-06-26,App
FBK000447,SHP000381,CUST00095,5,NO,Wrong item delivered.,2026-03-25,App
FBK000448,SHP000772,CUST00083,2,yes,Item arrived damaged.,2026-05-29,Website
FBK000449,SHP000690,CUST00284,4,NO,,2026-05-08,Call Center
FBK000450,SHP000341,CUST00443,5,NO,,2026-04-22,Website
FBK000451,SHP000428,CUST00204,3,Yes,Wrong item delivered.,2026-03-19,Website
FBK000452,SHP001345,CUST00321,1,NO,,2026-06-27,App
FBK000453,SHP000527,CUST00314,5,NO,,2026-04-08,Call Center
FBK000454,SHP000572,CUST00157,4,Yes,Wrong item delivered.,2026-05-11,Email Survey
FBK000455,SHP001382,CUST00349,3,yes,Item arrived damaged.,2026-06-18,Call Center
FBK000456,SHP000444,CUST00185,4,Yes,Wrong item delivered.,2026-04-30,Call Center
FBK000457,SHP000855,CUST00528,1,No,Item arrived damaged.,2026-04-08,App
FBK000458,SHP000204,CUST00259,1,No,,2026-08-05,Website
FBK000459,SHP000683,CUST00207,1,No,,2026-05-03,Call Center
FBK000460,SHP000710,CUST00175,2,NO,Wrong item delivered.,2026-04-19,Website
FBK000461,SHP000467,CUST00564,1,Yes,Driver was late by several hours.,2026-03-20,Call Center
FBK000462,SHP000201,CUST00092,4,Yes,Delivery was on time and package was in great condition.,2026-05-14,App
FBK000463,SHP000785,CUST00597,3,No,Item arrived damaged.,2026-05-20,Email Survey
FBK000464,SHP000031,CUST00076,2,Yes,Driver was late by several hours.,2026-05-16,App
FBK000465,SHP000001,CUST00550,3,yes,,2026-03-28,Email Survey
FBK000466,SHP000468,CUST00597,2,Yes,Item arrived damaged.,2026-07-22,Email Survey
FBK000467,SHP001257,CUST00305,5,yes,,2026-08-09,Call Center
FBK000468,SHP000263,CUST00359,2,yes,"Great service, will order again.",2026-07-10,Website
FBK000469,SHP001019,CUST00069,5,yes,,2026-04-29,App
FBK000470,SHP000535,CUST00298,5,No,"Great service, will order again.",2026-03-23,App
FBK000471,SHP000774,CUST00419,1,Yes,Item arrived damaged.,2026-08-11,Website
FBK000472,SHP000736,CUST00462,1,No,,2026-06-13,Website
FBK000473,SHP000910,CUST00598,4,yes,Wrong item delivered.,2026-07-02,Email Survey
FBK000474,SHP000251,CUST00291,1,NO,Delivery was on time and package was in great condition.,2026-05-13,App
FBK000475,SHP000651,CUST00024,4,No,,2026-08-04,App
FBK000476,SHP000317,CUST00455,5,yes,"Great service, will order again.",2026-06-08,Email Survey
FBK000477,SHP001487,CUST00429,2,yes,,2026-04-08,App
FBK000478,SHP001105,CUST00480,4,NO,Driver was late by several hours.,2026-07-15,Website
FBK000479,SHP000010,CUST00523,5,Yes,Item arrived damaged.,2026-05-04,Website
FBK000480,SHP000524,CUST00203,5,yes,Item arrived damaged.,2026-05-10,Call Center
FBK000481,SHP001360,CUST00084,5,Yes,,2026-07-24,Website
FBK000482,SHP000291,CUST00188,4,No,,2026-08-12,Call Center
FBK000483,SHP000737,CUST00312,5,yes,Wrong item delivered.,2026-08-02,Email Survey
FBK000484,SHP001081,CUST00199,2,No,,2026-07-27,Website
FBK000485,SHP001231,CUST00044,2,NO,"Great service, will order again.",2026-04-01,App
FBK000486,SHP000719,CUST00404,4,No,,2026-05-21,App
FBK000487,SHP000634,CUST00212,4,yes,,2026-08-11,Website
FBK000488,SHP000670,CUST00186,5,No,Item arrived damaged.,2026-06-03,Email Survey
FBK000489,SHP000213,CUST00505,1,Yes,Delivery was on time and package was in great condition.,2026-05-03,Website
FBK000490,SHP000925,CUST00306,1,No,Delivery was on time and package was in great condition.,2026-04-27,App
FBK000491,SHP000483,CUST00154,2,Yes,Wrong item delivered.,2026-05-09,Website
FBK000492,SHP000504,CUST00218,4,Yes,Item arrived damaged.,2026-06-17,App
FBK000493,SHP000342,CUST00027,1,Yes,Delivery was on time and package was in great condition.,2026-07-03,Email Survey
FBK000494,SHP000184,CUST00347,5,No,Wrong item delivered.,2026-08-06,Email Survey
FBK000495,SHP001428,CUST00055,2,NO,Item arrived damaged.,2026-04-12,Website
FBK000496,SHP001322,CUST00104,1,yes,,2026-05-10,Website
FBK000497,SHP000979,CUST00001,2,yes,Item arrived damaged.,2026-05-31,Email Survey
FBK000498,SHP000241,CUST00456,3,yes,Delivery was on time and package was in great condition.,2026-04-02,Email Survey
FBK000499,SHP000966,CUST00235,1,Yes,,2026-04-20,Website
FBK000500,SHP000346,CUST00414,5,NO,Delivery was on time and package was in great condition.,2026-05-16,App
FBK000501,SHP001437,CUST00367,3,Yes,Delivery was on time and package was in great condition.,2026-06-04,Call Center
FBK000502,SHP000755,CUST00230,5,Yes,,2026-04-14,Website
FBK000503,SHP001349,CUST00106,5,Yes,"Great service, will order again.",2026-07-12,Call Center
FBK000504,SHP001387,CUST00167,3,NO,Delivery was on time and package was in great condition.,2026-06-14,Website
FBK000505,SHP001258,CUST00456,5,yes,Driver was late by several hours.,2026-03-30,App
FBK000506,SHP000537,CUST00189,4,NO,,2026-04-28,Call Center
FBK000507,SHP000779,CUST00597,3,yes,"Great service, will order again.",2026-07-28,Website
FBK000508,SHP000099,CUST00473,3,NO,Wrong item delivered.,2026-05-18,Call Center
FBK000509,SHP001373,CUST00080,5,No,,2026-08-07,Email Survey
FBK000510,SHP000572,CUST00023,1,No,Driver was late by several hours.,2026-06-13,Email Survey
FBK000511,SHP000230,CUST00403,1,Yes,"Great service, will order again.",2026-08-05,Email Survey
FBK000512,SHP001097,CUST00024,3,Yes,,2026-07-11,App
FBK000513,SHP000850,CUST00068,5,No,,2026-06-09,Website
FBK000514,SHP001016,CUST00120,1,NO,Item arrived damaged.,2026-08-16,App
FBK000515,SHP000806,CUST00514,3,NO,Driver was late by several hours.,2026-05-13,Call Center
FBK000516,SHP000826,CUST00500,4,NO,,2026-06-07,Call Center
FBK000517,SHP001287,CUST00004,4,No,Wrong item delivered.,2026-06-16,App
FBK000518,SHP000231,CUST00312,1,Yes,Wrong item delivered.,2026-07-24,Email Survey
FBK000519,SHP001288,CUST00354,3,No,Item arrived damaged.,2026-05-25,Email Survey
FBK000520,SHP000146,CUST00082,2,yes,,2026-06-06,Call Center
FBK000521,SHP000761,CUST00181,5,No,Item arrived damaged.,2026-08-02,App
FBK000522,SHP000807,CUST00475,2,NO,Driver was late by several hours.,2026-07-05,Email Survey
FBK000523,SHP000410,CUST00263,5,No,"Great service, will order again.",2026-05-06,App
FBK000524,SHP001391,CUST00053,4,yes,,2026-06-10,Website
FBK000525,SHP000856,CUST00393,3,No,Delivery was on time and package was in great condition.,2026-06-19,Website
FBK000526,SHP000189,CUST00443,4,No,Wrong item delivered.,2026-07-06,Email Survey
FBK000527,SHP001384,CUST00490,2,No,Delivery was on time and package was in great condition.,2026-04-17,Call Center
FBK000528,SHP001040,CUST00526,3,NO,"Great service, will order again.",2026-08-09,App
FBK000529,SHP001218,CUST00600,2,No,,2026-05-19,App
FBK000530,SHP000862,CUST00309,4,No,Wrong item delivered.,2026-03-28,Call Center
FBK000531,SHP000392,CUST00325,2,yes,Driver was late by several hours.,2026-07-17,App
FBK000532,SHP001440,CUST00234,2,Yes,,2026-04-07,Call Center
FBK000533,SHP000087,CUST00573,2,No,,2026-08-12,Email Survey
FBK000534,SHP000433,CUST00591,6,Yes,Delivery was on time and package was in great condition.,2026-03-31,App
FBK000535,SHP000638,CUST00540,1,No,Delivery was on time and package was in great condition.,2026-07-14,Website
FBK000536,SHP000545,CUST00327,1,yes,,2026-05-24,App
FBK000537,SHP001432,CUST00150,0,NO,Item arrived damaged.,2026-04-06,Email Survey
FBK000538,SHP001018,CUST00148,3,No,,2026-08-04,Call Center
FBK000539,SHP000768,CUST00273,1,Yes,,2026-06-04,Call Center
FBK000540,SHP000349,CUST00255,4,yes,Wrong item delivered.,2026-04-25,Email Survey
FBK000541,SHP000062,CUST00192,1,NO,Delivery was on time and package was in great condition.,2026-07-07,App
FBK000542,SHP001050,CUST00442,3,Yes,Item arrived damaged.,2026-07-30,Email Survey
FBK000543,SHP001336,CUST00047,4,yes,,2026-05-03,App
FBK000544,SHP000644,CUST00357,3,yes,,2026-08-14,Email Survey
FBK000545,SHP000927,CUST00328,6,No,Item arrived damaged.,2026-05-04,Email Survey
FBK000546,SHP000484,CUST00379,1,Yes,Item arrived damaged.,2026-04-12,Call Center
FBK000547,SHP001107,CUST00125,4,No,Item arrived damaged.,2026-08-03,Email Survey
FBK000548,SHP000608,CUST00093,2,yes,Item arrived damaged.,2026-05-01,App
FBK000549,SHP001059,CUST00275,5,yes,,2026-04-02,Website
FBK000550,SHP000995,CUST00328,1,yes,Driver was late by several hours.,2026-08-07,Email Survey
FBK000551,SHP000012,CUST00317,2,NO,Driver was late by several hours.,2026-08-05,Website
FBK000552,SHP001399,CUST00460,5,yes,,2026-04-02,Website
FBK000553,SHP000739,CUST00275,4,Yes,"Great service, will order again.",2026-05-26,Website
FBK000554,SHP001432,CUST00290,2,NO,,2026-03-21,Website
FBK000555,SHP000007,CUST00420,-1,Yes,,2026-06-23,Website
FBK000556,SHP001274,CUST00068,5,Yes,,2026-04-21,Website
FBK000557,SHP000629,CUST00391,3,No,Driver was late by several hours.,2026-06-13,Email Survey
FBK000558,SHP000782,CUST00119,5,No,Item arrived damaged.,2026-06-22,Email Survey
FBK000559,SHP000044,CUST00150,2,No,"Great service, will order again.",2026-04-25,Email Survey
FBK000560,SHP001400,CUST00354,5,NO,,2026-03-29,Call Center
FBK000561,SHP001402,CUST00330,3,yes,Driver was late by several hours.,2026-05-06,App
FBK000562,SHP000042,CUST00031,2,NO,Item arrived damaged.,2026-06-13,Call Center
FBK000563,SHP001212,CUST00115,1,yes,Wrong item delivered.,2026-04-09,Website
FBK000564,SHP001437,CUST00317,1,NO,,2026-05-26,Call Center
FBK000565,SHP000531,CUST00135,1,NO,,2026-06-10,Website
FBK000566,SHP000266,CUST00270,3,NO,"Great service, will order again.",2026-08-04,Call Center
FBK000567,SHP001029,CUST00517,1,Yes,"Great service, will order again.",2026-05-04,App
FBK000568,SHP000564,CUST00547,1,NO,,2026-07-28,App
FBK000569,SHP000529,CUST00206,2,No,Wrong item delivered.,2026-06-23,Call Center
FBK000570,SHP001187,CUST00335,1,Yes,,2026-05-05,Website
FBK000571,SHP000646,CUST00176,5,NO,,2026-03-28,App
FBK000572,SHP000582,CUST00511,5,yes,"Great service, will order again.",2026-07-08,Email Survey
FBK000573,SHP000586,CUST00387,1,No,Driver was late by several hours.,2026-07-11,Call Center
FBK000574,SHP001380,CUST00086,6,Yes,Delivery was on time and package was in great condition.,2026-08-15,Email Survey
FBK000575,SHP000296,CUST00014,1,yes,Wrong item delivered.,2026-08-11,Call Center
FBK000576,SHP000088,CUST00351,1,NO,Item arrived damaged.,2026-05-02,Email Survey
FBK000577,SHP000632,CUST00335,2,NO,"Great service, will order again.",2026-04-27,Website
FBK000578,SHP000255,CUST00448,2,Yes,"Great service, will order again.",2026-05-19,Website
FBK000579,SHP001189,CUST00592,3,Yes,Item arrived damaged.,2026-05-26,Call Center
FBK000580,SHP001039,CUST00412,5,No,Delivery was on time and package was in great condition.,2026-03-30,Website
FBK000581,SHP000474,CUST00237,2,No,Wrong item delivered.,2026-03-20,Email Survey
FBK000582,SHP000675,CUST00244,1,No,"Great service, will order again.",2026-06-13,Website
FBK000583,SHP001156,CUST00003,3,Yes,Driver was late by several hours.,2026-05-27,Email Survey
FBK000584,SHP000747,CUST00460,3,No,,2026-05-25,Call Center
FBK000585,SHP001363,CUST00283,3,Yes,Item arrived damaged.,2026-06-11,App
FBK000586,SHP000879,CUST00052,3,No,Delivery was on time and package was in great condition.,2026-07-31,App
FBK000587,SHP001349,CUST00294,3,NO,"Great service, will order again.",2026-06-04,App
FBK000588,SHP001125,CUST00023,1,No,,2026-06-30,Email Survey
FBK000589,SHP000632,CUST00038,1,NO,,2026-08-15,Email Survey
FBK000590,SHP000772,CUST00173,5,No,Delivery was on time and package was in great condition.,2026-03-23,Call Center
FBK000591,SHP000560,CUST00369,2,yes,,2026-07-24,Email Survey
FBK000592,SHP001492,CUST00125,1,Yes,,2026-07-15,App
FBK000593,SHP000265,CUST00233,2,NO,Wrong item delivered.,2026-06-28,Call Center
FBK000594,SHP000085,CUST00101,4,No,,2026-05-16,App
FBK000595,SHP001074,CUST00028,3,Yes,Delivery was on time and package was in great condition.,2026-08-12,Email Survey
FBK000596,SHP000409,CUST00200,1,Yes,"Great service, will order again.",2026-07-03,Email Survey
FBK000597,SHP001482,CUST00503,1,No,Driver was late by several hours.,2026-08-14,Call Center
FBK000598,SHP000720,CUST00054,4,Yes,Wrong item delivered.,2026-07-15,Email Survey
FBK000599,SHP001396,CUST00328,2,No,,2026-05-27,Website
FBK000600,SHP000742,CUST00499,2,NO,,2026-04-07,Call Center
FBK000601,SHP000060,CUST00508,2,No,"Great service, will order again.",2026-06-30,Call Center
FBK000602,SHP000028,CUST00504,1,NO,Delivery was on time and package was in great condition.,2026-08-17,Call Center
FBK000603,SHP000027,CUST00053,5,Yes,,2026-05-13,Email Survey
FBK000604,SHP000426,CUST00285,4,yes,,2026-07-21,Website
FBK000605,SHP000051,CUST00243,5,No,,2026-04-18,App
FBK000606,SHP000024,CUST00234,3,No,"Great service, will order again.",2026-04-16,Call Center
FBK000607,SHP000376,CUST00565,3,Yes,,2026-07-14,Website
FBK000608,SHP001313,CUST00225,1,Yes,,2026-06-22,Call Center
FBK000609,SHP000581,CUST00431,3,No,,2026-05-17,Email Survey
FBK000610,SHP001038,CUST00321,4,Yes,,2026-03-18,Call Center
FBK000611,SHP001343,CUST00055,2,yes,Wrong item delivered.,2026-05-13,Call Center
FBK000612,SHP000259,CUST00388,3,NO,Driver was late by several hours.,2026-08-11,Website
FBK000613,SHP001016,CUST00532,4,yes,,2026-04-28,Email Survey
FBK000614,SHP001374,CUST00326,3,No,"Great service, will order again.",2026-05-08,App
FBK000615,SHP001333,CUST00467,2,Yes,Wrong item delivered.,2026-05-26,Website
FBK000616,SHP001256,CUST00518,4,No,,2026-07-10,App
FBK000617,SHP001398,CUST00581,5,Yes,Driver was late by several hours.,2026-05-25,App
FBK000618,SHP001406,CUST00291,3,Yes,"Great service, will order again.",2026-08-11,Website
FBK000619,SHP000047,CUST00324,6,NO,Delivery was on time and package was in great condition.,2026-07-21,App
FBK000620,SHP000082,CUST00520,3,Yes,Item arrived damaged.,2026-03-29,Call Center
FBK000621,SHP000464,CUST00380,4,yes,"Great service, will order again.",2026-08-17,App
FBK000622,SHP000591,CUST00291,3,NO,Delivery was on time and package was in great condition.,2026-04-03,Website
FBK000623,SHP001438,CUST00231,5,yes,Item arrived damaged.,2026-04-16,App
FBK000624,SHP001348,CUST00100,5,NO,Wrong item delivered.,2026-05-11,App
FBK000625,SHP000048,CUST00467,1,Yes,"Great service, will order again.",2026-04-23,Website
FBK000626,SHP000371,CUST00052,5,yes,,2026-04-01,Email Survey
FBK000627,SHP001369,CUST00549,1,yes,Driver was late by several hours.,2026-06-07,Website
FBK000628,SHP000128,CUST00552,1,yes,Delivery was on time and package was in great condition.,2026-03-30,Call Center
FBK000629,SHP000160,CUST00160,3,Yes,,2026-03-29,Website
FBK000630,SHP001421,CUST00432,5,yes,,2026-03-22,Website
FBK000631,SHP001117,CUST00449,5,No,"Great service, will order again.",2026-05-01,Email Survey
FBK000632,SHP001372,CUST00591,2,No,Wrong item delivered.,2026-04-27,Website
FBK000633,SHP001264,CUST00097,4,No,,2026-06-08,App
FBK000634,SHP001184,CUST00479,2,NO,,2026-03-29,Website
FBK000635,SHP000269,CUST00209,1,No,"Great service, will order again.",2026-04-16,Call Center
FBK000636,SHP000142,CUST00038,1,NO,,2026-07-14,Email Survey
FBK000637,SHP000963,CUST00376,4,No,,2026-05-26,Email Survey
FBK000638,SHP001038,CUST00412,2,yes,,2026-04-03,Email Survey
FBK000639,SHP000310,CUST00432,3,Yes,"Great service, will order again.",2026-06-20,Website
FBK000640,SHP000444,CUST00519,5,Yes,,2026-07-25,Email Survey
FBK000641,SHP000218,CUST00230,3,NO,,2026-06-22,Email Survey
FBK000642,SHP000388,CUST00063,1,NO,,2026-07-25,Call Center
FBK000643,SHP001473,CUST00197,5,NO,,2026-05-22,Website
FBK000644,SHP000033,CUST00435,5,Yes,Wrong item delivered.,2026-05-01,Call Center
FBK000645,SHP001335,CUST00543,5,Yes,,2026-04-13,App
FBK000646,SHP000688,CUST00179,5,yes,Item arrived damaged.,2026-08-05,App
FBK000647,SHP000016,CUST00585,3,No,,2026-06-23,Call Center
FBK000648,SHP000949,CUST00139,3,Yes,Delivery was on time and package was in great condition.,2026-05-20,Call Center
FBK000649,SHP000569,CUST00385,1,Yes,,2026-08-01,Website
FBK000650,SHP000190,CUST00203,2,No,,2026-07-15,App
FBK000651,SHP000935,CUST00314,3,No,Driver was late by several hours.,2026-05-31,Call Center
FBK000652,SHP000527,CUST00517,2,NO,Delivery was on time and package was in great condition.,2026-07-28,Email Survey
FBK000653,SHP000053,CUST00320,1,NO,,2026-05-11,App
FBK000654,SHP001311,CUST00246,1,No,,2026-04-24,Website
FBK000655,SHP001368,CUST00009,2,NO,"Great service, will order again.",2026-08-02,App
FBK000656,SHP001029,CUST00169,1,Yes,Driver was late by several hours.,2026-03-19,Call Center
FBK000657,SHP001379,CUST00398,3,yes,,2026-06-23,Website
FBK000658,SHP000691,CUST00357,5,yes,Driver was late by several hours.,2026-05-15,Call Center
FBK000659,SHP001398,CUST00499,2,No,,2026-08-17,Website
FBK000660,SHP000516,CUST00106,3,No,Driver was late by several hours.,2026-05-23,Email Survey
FBK000661,SHP000845,CUST00164,2,Yes,Item arrived damaged.,2026-06-27,Website
FBK000662,SHP000479,CUST00257,3,yes,Driver was late by several hours.,2026-07-28,Call Center
FBK000663,SHP000992,CUST00095,5,NO,Driver was late by several hours.,2026-06-07,Call Center
FBK000664,SHP000281,CUST00300,-1,No,Delivery was on time and package was in great condition.,2026-08-01,App
FBK000665,SHP000725,CUST00088,4,NO,Item arrived damaged.,2026-05-22,Call Center
FBK000666,SHP000553,CUST00530,4,yes,Driver was late by several hours.,2026-04-14,Call Center
FBK000667,SHP000186,CUST00087,2,No,Item arrived damaged.,2026-07-07,App
FBK000668,SHP000509,CUST00159,3,yes,,2026-07-07,Call Center
FBK000669,SHP000195,CUST00405,5,Yes,,2026-07-21,Call Center
FBK000670,SHP000047,CUST00059,1,yes,Wrong item delivered.,2026-05-14,Website
FBK000671,SHP001272,CUST00109,1,No,Wrong item delivered.,2026-07-11,App
FBK000672,SHP001337,CUST00435,1,Yes,Delivery was on time and package was in great condition.,2026-03-23,App
FBK000673,SHP000215,CUST00320,5,Yes,"Great service, will order again.",2026-06-18,Website
