gps_ping_id,vehicle_id,timestamp,latitude,longitude,speed_kmph,heading_deg,ignition_status,fuel_level_pct
GPS0002147,VEH0019,2026-06-21 23:58:00,65.055076,-124.713554,65.4,72,OFF,19.4
GPS0000646,VEH0051,2026-01-27 14:16:00,-73.752894,175.292885,97.3,323,OFF,98.7
GPS0000182,VEH0013,2026-03-07 11:45:00,-10.192142,-15.535332,96.7,114,OFF,48.8
GPS0000407,VEH0015,2026-07-01 23:34:00,-42.56086,-75.532153,94.5,297,OFF,85.9
GPS0000415,VEH0060,2026-07-11 13:48:00,-0.166557,-115.942278,26.9,352,ON,82.6
GPS0000004,VEH0011,2026-01-20 08:50:00,-21.230951,106.577836,37.4,94,ON,37.7
GPS0000847,VEH0060,2026-05-19 19:28:00,-9.766967,-49.85727,8.6,327,ON,71.8
GPS0001072,VEH0055,2026-01-28 15:37:00,69.853681,-124.024746,3.1,354,ON,50.7
GPS0001786,VEH0056,2026-04-01 01:31:00,81.604998,-110.93,6.9,139,OFF,97.9
GPS0001675,VEH0042,2026-01-16 09:05:00,-29.940523,99.445182,3.5,242,OFF,24.8
GPS0002085,VEH0005,2026-03-19 03:08:00,11.324553,168.062753,12.7,34,OFF,30.0
GPS0002174,VEH0008,2026-03-22 13:14:00,-55.238884,38.585707,109.3,32,ON,46.5
GPS0002471,VEH0028,2026-07-10 00:24:00,-70.95073,83.588608,68.7,33,OFF,7.3
GPS0000326,VEH0040,2026-03-07 22:37:00,-83.744576,-132.026951,116.5,142,OFF,22.2
GPS0001497,VEH0058,2026-04-09 06:12:00,-43.96015,83.47755,35.8,204,OFF,17.6
GPS0002237,VEH0055,2026-03-31 18:11:00,-76.535642,135.790752,23.1,41,ON,93.3
GPS0002267,VEH0005,2026-01-26 10:11:00,-39.391383,24.583379,3.9,233,OFF,39.2
GPS0002475,VEH0045,2026-06-18 05:08:00,85.624775,80.959348,8.8,222,ON,98.7
GPS0001431,VEH0055,2026-07-05 18:02:00,-27.996413,-120.447587,70.9,135,ON,57.5
GPS0000269,VEH0057,2026-06-25 19:12:00,-1.866677,11.198115,72.6,273,ON,10.2
GPS0001118,VEH0021,2026-02-14 04:49:00,7.584793,-92.241259,103.3,182,OFF,34.9
GPS0001429,VEH0021,2026-04-08 00:47:00,38.126546,156.825677,88.3,23,OFF,2.7
GPS0001033,VEH0021,2026-04-16 19:43:00,60.033581,-120.133713,82.0,351,OFF,98.9
GPS0000922,VEH0043,2026-04-21 00:19:00,-73.291084,-145.16616,78.5,32,ON,83.6
GPS0000342,VEH0005,2026-05-13 12:49:00,57.769796,-90.61153,78.0,3,ON,42.7
GPS0001629,VEH0015,2026-05-23 15:28:00,-59.282937,-94.052617,59.3,255,OFF,28.1
GPS0002304,VEH0033,2026-02-02 09:47:00,-47.182495,-158.424702,29.8,113,OFF,28.7
GPS0000737,VEH0033,2026-01-14 05:34:00,65.791077,-64.327886,72.6,335,OFF,56.2
GPS0002000,VEH0036,2026-03-22 08:32:00,-67.193015,58.080896,3.1,232,ON,44.3
GPS0000609,VEH0011,2026-04-20 00:25:00,28.689052,-70.11444,36.4,100,ON,11.2
GPS0001571,VEH0001,2026-04-02 20:26:00,-45.756427,-111.709512,65.7,227,ON,48.6
GPS0001140,VEH0018,2026-07-02 03:13:00,85.185404,26.2904,7.0,48,OFF,51.5
GPS0000511,VEH0023,2026-04-10 17:28:00,-60.81801,142.561923,10.2,194,ON,17.5
GPS0000141,VEH0028,2026-01-07 13:46:00,70.137684,-159.610033,105.0,177,ON,12.0
GPS0001874,VEH0053,2026-02-27 04:27:00,-51.193134,179.369103,3.6,283,ON,80.9
GPS0002173,VEH0004,2026-01-18 21:00:00,106.384689,41.404064,35.0,341,OFF,77.2
GPS0001066,VEH0010,2026-06-01 18:05:00,-68.071268,-83.02555,30.7,338,OFF,48.5
GPS0001447,VEH0011,2026-02-24 08:29:00,56.548803,-0.192472,93.7,269,OFF,97.2
GPS0000162,VEH0013,2026-01-06 14:10:00,73.881902,-104.65642,10.0,2,OFF,68.7
GPS0000390,VEH0025,2026-05-17 23:32:00,41.891963,116.504257,74.8,204,OFF,53.9
GPS0000731,VEH0029,2026-06-24 04:53:00,-71.361876,-19.061508,81.1,340,ON,73.4
GPS0000289,VEH0050,2026-04-20 00:57:00,-79.830442,-116.89512,93.8,123,ON,70.1
GPS0002425,VEH0053,2026-05-25 14:27:00,64.651336,-8.214127,105.0,52,OFF,72.5
GPS0002280,VEH0034,2026-04-03 18:24:00,-23.234066,-77.213885,12.2,344,OFF,17.1
GPS0001783,VEH0039,2026-06-06 14:22:00,56.398926,170.366627,54.2,145,ON,97.0
GPS0000577,VEH0039,2026-01-23 04:16:00,-29.858191,-59.519681,36.2,13,OFF,55.8
GPS0000485,VEH0054,2026-01-13 08:54:00,-78.937839,116.235659,65.2,143,OFF,40.0
GPS0001221,VEH0018,2026-02-20 18:11:00,-75.93171,-14.727121,16.7,88,ON,41.5
GPS0000769,VEH0002,2026-07-11 16:56:00,86.147539,-130.88219,88.5,309,ON,5.9
GPS0002061,VEH0060,2026-05-26 15:16:00,70.231113,-30.548772,74.9,58,ON,39.3
GPS0000535,VEH0036,2026-04-22 04:28:00,-7.908883,0.985194,37.4,71,OFF,57.1
GPS0002071,VEH0010,2026-03-26 20:45:00,89.686722,-118.865996,4.9,273,ON,97.7
GPS0001164,VEH0058,2026-07-10 03:21:00,67.824287,105.875749,22.5,67,ON,65.8
GPS0001719,VEH0024,2026-01-28 03:35:00,29.210113,149.073753,91.1,334,OFF,19.8
GPS0001144,VEH0038,2026-06-15 00:59:00,-70.776044,82.175771,69.7,22,OFF,60.7
GPS0000025,VEH0017,2026-03-15 08:41:00,-27.885406,60.976378,48.0,157,ON,0.4
GPS0001327,VEH0048,2026-02-18 23:31:00,45.129829,-141.343962,20.6,46,OFF,51.1
GPS0000102,VEH0018,2026-04-30 17:52:00,-32.502551,148.875821,77.8,245,OFF,67.3
GPS0001383,VEH0060,2026-05-16 19:35:00,-77.39538,64.285933,51.5,342,OFF,52.2
GPS0000448,VEH0021,2026-07-11 15:49:00,85.319813,116.0419,80.9,260,ON,23.6
GPS0000966,VEH0001,2026-05-19 13:39:00,5.387829,-53.043944,57.1,285,ON,40.7
GPS0001992,VEH0056,2026-06-01 02:40:00,145.371029,35.995961,45.5,147,OFF,93.8
GPS0001826,VEH0032,2026-07-16 12:36:00,-62.397665,-112.679859,37.5,157,OFF,69.8
GPS0002300,VEH0019,2026-03-15 01:12:00,-68.253522,-106.867004,108.5,74,ON,65.5
GPS0001789,VEH0052,2026-03-29 12:34:00,-0.079486,-171.067881,68.1,257,ON,36.4
GPS0001484,VEH0049,2026-05-26 13:42:00,57.864857,-128.393088,61.6,174,ON,46.7
GPS0000841,VEH0013,2026-01-07 04:08:00,27.630355,-133.587635,27.8,340,OFF,21.5
GPS0000672,VEH0036,2026-07-06 14:19:00,78.838848,67.451431,95.3,314,ON,69.8
GPS0000009,VEH0018,2026-01-08 17:04:00,-40.23832,80.339087,58.3,279,OFF,17.5
GPS0001298,VEH0046,2026-07-05 19:22:00,11.584317,-172.202804,118.2,178,OFF,10.4
GPS0001976,VEH0004,2026-06-11 15:43:00,6.200036,-8.766498,61.2,188,ON,8.7
GPS0000364,VEH0019,2026-01-04 01:05:00,-54.998921,-39.389955,41.4,333,ON,34.7
GPS0001785,VEH0037,2026-06-10 12:31:00,-80.183569,-63.654273,21.4,221,ON,97.8
GPS0000401,VEH0059,2026-01-06 22:59:00,-10.89466,-142.819873,6.3,13,ON,65.2
GPS0001698,VEH0006,2026-04-27 06:06:00,21.506238,118.533696,36.9,245,ON,84.5
GPS0002340,VEH0008,2026-05-13 15:49:00,54.312934,-35.700551,44.1,351,OFF,16.4
GPS0001750,VEH0032,2026-07-09 02:39:00,57.841729,62.945591,21.8,26,ON,30.4
GPS0000231,VEH0047,2026-06-01 11:47:00,-85.485978,-70.855429,13.0,231,OFF,6.0
GPS0002395,VEH0035,2026-05-28 17:42:00,23.671693,97.537383,118.9,228,OFF,63.0
GPS0000158,VEH0048,2026-06-20 11:53:00,34.399341,-144.74251,80.7,77,ON,78.6
GPS0002032,VEH0019,2026-01-07 11:28:00,-13.741976,-137.3872,10.1,166,ON,77.1
GPS0001460,VEH0010,2026-07-02 12:01:00,-42.45833,23.898342,3.6,189,OFF,20.8
GPS0001896,VEH0044,2026-01-19 22:27:00,38.43812,175.130864,99.3,234,OFF,93.4
GPS0001711,VEH0038,2026-02-13 13:18:00,-29.113932,-14.871315,87.8,25,ON,97.8
GPS0001722,VEH0012,2026-07-14 18:25:00,87.290605,-108.492204,81.1,157,OFF,94.5
GPS0000583,VEH0006,2026-03-28 01:18:00,-39.292388,-119.618799,11.7,321,ON,40.2
GPS0001925,VEH0043,2026-04-13 03:15:00,-3.630184,-140.047572,1.4,201,ON,5.5
GPS0001732,VEH0001,2026-06-02 22:49:00,116.795407,33.927081,58.0,294,ON,28.3
GPS0002272,VEH0049,2026-03-27 12:15:00,55.273922,-2.205851,38.2,292,ON,22.0
GPS0001559,VEH0049,2026-04-06 16:18:00,59.286472,-135.69674,113.9,357,ON,44.0
GPS0000386,VEH0040,2026-03-03 11:04:00,-17.782424,11.390903,0.8,266,OFF,16.2
GPS0002428,VEH0018,2026-06-08 23:01:00,-15.794535,-99.756497,7.5,209,OFF,20.0
GPS0001793,VEH0033,2026-07-06 22:31:00,80.859816,-134.407042,87.7,289,OFF,26.3
GPS0001652,VEH0058,2026-04-27 13:58:00,-33.67954,31.436138,33.5,170,OFF,96.0
GPS0001488,VEH0044,2026-03-14 00:44:00,-33.806231,-43.692529,73.7,153,OFF,20.5
GPS0001380,VEH0040,2026-01-23 07:06:00,67.37367,6.3094,8.9,297,OFF,60.6
GPS0001551,VEH0007,2026-06-08 08:21:00,85.494958,73.638733,61.3,123,ON,6.5
GPS0002058,VEH0034,2026-03-25 02:20:00,-61.354381,-147.300342,118.9,352,OFF,87.6
GPS0000046,VEH0018,2026-03-25 03:28:00,32.64172,64.508412,80.6,197,OFF,16.9
GPS0001029,VEH0045,2026-03-13 20:53:00,60.112292,-109.854082,4.0,208,ON,21.8
GPS0000049,VEH0035,2026-07-01 09:09:00,148.132994,-157.746956,74.6,209,OFF,21.2
GPS0000670,VEH0044,2026-03-05 15:23:00,50.028294,30.150786,85.3,221,OFF,48.1
GPS0000631,VEH0058,2026-05-25 04:20:00,18.764571,28.730705,4.0,152,ON,56.6
GPS0002288,VEH0001,2026-01-13 20:20:00,-73.659636,127.88775,117.4,222,ON,66.4
GPS0002370,VEH0045,2026-04-07 21:50:00,-62.847129,-20.505303,72.5,89,OFF,29.4
GPS0001182,VEH0049,2026-03-03 01:36:00,33.116355,146.924188,98.6,353,OFF,88.5
GPS0000294,VEH0054,2026-01-23 17:52:00,-0.387764,29.088743,118.1,292,ON,66.2
GPS0002290,VEH0027,2026-03-10 21:22:00,57.385645,47.658421,,41,OFF,14.5
GPS0002343,VEH0037,2026-04-01 10:01:00,52.540483,-132.443265,78.0,108,ON,74.3
GPS0000302,VEH0001,2026-07-10 10:39:00,-52.469059,-93.181264,30.5,283,ON,72.2
GPS0001538,VEH0023,2026-05-02 17:27:00,85.160176,-102.501724,38.2,143,OFF,37.6
GPS0002109,VEH0054,2026-05-12 04:22:00,-44.158992,-97.55913,73.9,193,OFF,35.7
GPS0001061,VEH0024,2026-04-20 15:06:00,78.791878,-55.103073,27.7,158,ON,18.7
GPS0000632,VEH0008,2026-06-09 13:02:00,22.120909,-31.860156,23.1,154,ON,8.4
GPS0000213,VEH0010,2026-03-11 23:58:00,49.377875,4.109891,55.0,353,ON,93.2
GPS0000586,VEH0019,2026-01-02 16:39:00,0.374309,-132.736022,96.2,212,OFF,23.0
GPS0002048,VEH0031,2026-03-08 20:36:00,-62.611085,95.205256,26.2,182,OFF,19.1
GPS0000960,VEH0055,2026-02-07 15:35:00,-59.921932,49.797016,21.3,45,ON,0.8
GPS0001721,VEH0002,2026-04-04 13:17:00,1.417853,-81.857656,67.8,17,ON,19.1
GPS0001684,VEH0004,2026-02-18 03:19:00,31.82497,119.959924,31.0,132,ON,58.3
GPS0001655,VEH0003,2026-03-24 10:23:00,52.661431,-55.156788,65.7,4,OFF,15.1
GPS0001261,VEH0048,2026-03-29 18:40:00,1.248761,23.854448,38.0,221,OFF,46.9
GPS0001234,VEH0041,2026-02-22 11:17:00,31.613503,-54.950366,45.2,212,OFF,36.5
GPS0001658,VEH0037,2026-03-04 03:00:00,72.815379,26.366834,11.6,2,OFF,96.3
GPS0001632,VEH0015,2026-02-21 09:24:00,13.315431,10.954987,72.1,10,OFF,64.7
GPS0000419,VEH0009,2026-02-04 16:02:00,36.93217,-33.014355,23.3,176,ON,94.8
GPS0001730,VEH0026,2026-05-12 22:46:00,46.151427,-162.900974,,35,OFF,33.4
GPS0000111,VEH0052,2026-01-30 09:01:00,-2.291926,4.003175,32.4,316,ON,55.8
GPS0000224,VEH0058,2026-02-22 12:12:00,-52.410188,170.497527,7.4,317,OFF,1.3
GPS0001606,VEH0040,2026-04-04 17:12:00,62.06509,67.123536,57.1,227,ON,91.0
GPS0002330,VEH0059,2026-02-10 17:45:00,46.272444,39.421754,59.0,322,OFF,54.0
GPS0000230,VEH0047,2026-01-24 15:55:00,-21.379169,178.530359,1.7,266,OFF,33.7
GPS0001773,VEH0030,2026-02-21 03:49:00,163.277503,-60.598013,65.5,48,ON,68.4
GPS0001885,VEH0037,2026-01-18 13:10:00,26.845741,62.893877,26.8,54,OFF,13.9
GPS0000628,VEH0018,2026-04-19 04:18:00,9.383178,-81.939262,53.5,221,ON,1.9
GPS0002459,VEH0018,2026-02-25 17:20:00,-11.503051,19.214372,28.1,270,ON,52.1
GPS0002322,VEH0013,2026-06-29 14:02:00,-41.381059,-119.653861,35.6,351,ON,62.8
GPS0001576,VEH0050,2026-07-05 00:51:00,27.511413,-102.439029,,358,OFF,35.1
GPS0001469,VEH0039,2026-04-01 15:34:00,18.289301,160.033314,109.3,134,OFF,75.1
GPS0001952,VEH0002,2026-04-13 23:19:00,-22.899931,-82.51717,56.6,314,ON,18.5
GPS0002052,VEH0015,2026-04-29 20:25:00,-89.717248,112.551187,113.3,25,OFF,18.0
GPS0000584,VEH0060,2026-02-23 07:21:00,-58.738355,108.087448,39.8,346,ON,41.3
GPS0001013,VEH0037,2026-01-26 12:36:00,82.570617,-21.40948,42.1,157,ON,98.9
GPS0000352,VEH0009,2026-04-16 22:41:00,-28.490234,139.944874,31.8,206,OFF,15.0
GPS0001505,VEH0015,2026-02-02 17:29:00,-43.168453,-165.461425,84.9,112,OFF,4.9
GPS0001166,VEH0026,2026-04-24 06:59:00,-85.473652,110.796057,69.2,288,ON,41.4
GPS0001563,VEH0008,2026-05-19 23:35:00,58.039691,124.689001,10.5,274,ON,12.3
GPS0000997,VEH0032,2026-03-08 11:52:00,23.794775,54.379303,18.2,290,ON,87.0
GPS0001712,VEH0060,2026-01-30 17:31:00,36.988565,47.970137,107.8,18,ON,46.7
GPS0000853,VEH0013,2026-03-29 19:50:00,-75.027381,-111.399787,53.0,58,ON,36.4
GPS0002238,VEH0033,2026-07-03 07:38:00,-70.434747,-81.52025,88.9,258,OFF,13.5
GPS0001297,VEH0034,2026-03-23 07:32:00,-14.583463,56.142792,96.6,213,ON,12.8
GPS0001553,VEH0057,2026-03-04 10:05:00,-63.163266,163.969755,33.9,341,OFF,30.7
GPS0001227,VEH0025,2026-05-12 15:12:00,-45.407018,136.687031,72.6,220,ON,90.6
GPS0000901,VEH0019,2026-06-09 21:34:00,29.023404,-121.012088,118.7,38,ON,2.4
GPS0001179,VEH0026,2026-04-18 01:21:00,-87.973304,-12.331018,18.7,241,ON,23.2
GPS0002466,VEH0053,2026-06-10 20:56:00,-47.567371,-5.463581,22.9,308,OFF,26.7
GPS0001959,VEH0025,2026-04-05 09:42:00,17.93176,59.516054,20.1,29,OFF,27.3
GPS0000748,VEH0037,2026-06-04 20:14:00,-14.538285,174.70143,101.4,3,ON,85.1
GPS0002062,VEH0007,2026-07-10 22:11:00,34.461362,171.813526,41.2,88,ON,22.1
GPS0001350,VEH0021,2026-03-06 16:46:00,-18.523816,5.764471,31.1,281,OFF,77.4
GPS0000038,VEH0024,2026-01-10 16:34:00,41.902444,15.178854,23.5,11,OFF,79.0
GPS0002465,VEH0034,2026-01-15 16:40:00,-0.591289,-2.967716,16.4,316,OFF,33.8
GPS0001871,VEH0025,2026-02-25 01:44:00,-36.792014,-72.839286,65.3,358,ON,10.5
GPS0001453,VEH0024,2026-05-10 03:02:00,-9.994251,-88.161923,28.6,29,OFF,7.3
GPS0000757,VEH0028,2026-02-13 09:05:00,66.104055,-150.736378,36.2,108,OFF,11.7
GPS0000830,VEH0046,2026-04-26 03:54:00,-38.428902,-67.538855,52.4,340,OFF,29.3
GPS0001292,VEH0058,2026-02-21 09:56:00,46.26991,8.689938,5.1,358,ON,75.2
GPS0002492,VEH0040,2026-05-15 00:08:00,-44.296998,-13.491816,0.9,254,OFF,57.1
GPS0002375,VEH0012,2026-06-20 18:30:00,-76.257763,115.843711,51.5,84,OFF,96.5
GPS0001273,VEH0016,2026-05-22 01:09:00,11.035772,172.283203,23.8,183,ON,40.6
GPS0000744,VEH0021,2026-06-07 04:22:00,28.620642,-43.919256,41.9,179,ON,86.6
GPS0001648,VEH0001,2026-04-27 17:08:00,65.613038,-169.074469,67.6,179,OFF,77.5
GPS0001266,VEH0037,2026-04-22 04:17:00,-68.327152,-138.755624,64.7,222,OFF,56.8
GPS0000373,VEH0042,2026-03-12 15:44:00,-57.462568,141.216271,31.0,112,OFF,79.9
GPS0000138,VEH0045,2026-03-29 17:30:00,66.017746,151.671953,61.7,129,OFF,22.3
GPS0001861,VEH0037,2026-06-14 14:50:00,-35.780174,42.611197,74.4,110,ON,21.6
GPS0001233,VEH0014,2026-01-27 23:50:00,-36.588263,-109.893653,13.0,281,OFF,9.4
GPS0001483,VEH0016,2026-03-07 19:11:00,71.381945,-95.950605,11.0,110,OFF,80.9
GPS0002137,VEH0027,2026-05-13 08:46:00,-52.577309,24.599548,8.2,210,OFF,45.2
GPS0001265,VEH0011,2026-06-23 02:39:00,-10.483765,-145.077205,57.8,230,OFF,19.9
GPS0000840,VEH0052,2026-03-13 04:41:00,26.711467,-176.735403,1.1,323,ON,3.3
GPS0002098,VEH0009,2026-03-21 18:19:00,61.690898,121.046488,73.5,347,OFF,99.8
GPS0002010,VEH0035,2026-07-09 23:56:00,-72.04495,140.381892,69.2,156,OFF,38.6
GPS0001237,VEH0022,2026-02-28 10:58:00,-1.17435,136.518772,98.9,99,ON,25.3
GPS0000260,VEH0001,2026-01-31 08:08:00,8.431562,82.229277,85.4,216,ON,18.3
GPS0001704,VEH0013,2026-06-01 08:19:00,83.480701,154.515299,106.1,271,ON,23.8
GPS0001196,VEH0022,2026-04-17 05:20:00,-11.942963,84.359694,29.1,263,OFF,26.8
GPS0000738,VEH0048,2026-07-01 16:32:00,-38.457479,104.764328,84.4,139,ON,99.7
GPS0002367,VEH0005,2026-05-07 21:45:00,32.38948,39.783835,58.7,148,OFF,90.1
GPS0001990,VEH0050,2026-04-30 16:28:00,16.79555,-42.12181,9.7,164,ON,89.0
GPS0001724,VEH0019,2026-01-17 13:58:00,-74.073605,122.445205,58.3,297,ON,52.5
GPS0001189,VEH0049,2026-07-04 12:12:00,55.186205,-28.956558,80.3,168,OFF,16.3
GPS0001798,VEH0060,2026-06-06 04:12:00,-62.292782,-178.088243,39.9,115,OFF,39.2
GPS0001622,VEH0029,2026-01-06 11:15:00,86.947801,-157.122924,99.4,129,OFF,62.3
GPS0002387,VEH0007,2026-03-24 02:28:00,-35.605662,-99.058159,23.2,246,ON,47.5
GPS0001939,VEH0029,2026-05-10 07:02:00,-54.510576,4.322592,87.4,260,OFF,65.8
GPS0002089,VEH0029,2026-01-16 02:07:00,79.499171,106.037682,105.7,282,OFF,75.8
GPS0001656,VEH0025,2026-02-01 04:50:00,7.608021,170.341306,115.4,336,ON,26.4
GPS0002136,VEH0032,2026-02-22 13:09:00,-44.056273,4.398407,111.9,261,ON,33.4
GPS0001635,VEH0033,2026-01-24 04:16:00,15.808121,168.40176,36.7,171,OFF,26.8
GPS0000514,VEH0008,2026-02-11 10:12:00,-49.866681,-64.945735,86.9,291,OFF,29.9
GPS0000068,VEH0025,2026-03-25 05:21:00,78.792449,166.912662,102.6,242,ON,50.4
GPS0000538,VEH0026,2026-04-23 09:59:00,80.74967,-121.945339,91.9,157,OFF,83.7
GPS0001813,VEH0025,2026-04-30 12:17:00,22.897491,-163.76869,69.2,35,OFF,9.6
GPS0001317,VEH0011,2026-04-25 22:32:00,-73.817817,-31.842088,107.8,97,OFF,71.6
GPS0002050,VEH0023,2026-07-12 19:09:00,-40.117237,59.47422,92.2,271,ON,20.8
GPS0002351,VEH0049,2026-06-01 03:45:00,0.524922,-5.666853,17.4,299,OFF,99.5
GPS0000907,VEH0003,2026-05-27 18:41:00,-23.814806,-87.252146,90.7,322,OFF,30.3
GPS0001277,VEH0057,2026-07-04 13:48:00,57.198992,-153.814826,119.2,247,ON,43.2
GPS0000703,VEH0022,2026-03-19 06:22:00,15.548977,-136.526254,72.0,100,ON,98.3
GPS0000310,VEH0003,2026-05-30 04:36:00,-69.727677,-179.766848,92.6,31,OFF,40.5
GPS0001147,VEH0042,2026-07-05 20:28:00,65.582048,92.180579,90.6,116,ON,89.1
GPS0001967,VEH0010,2026-07-16 10:41:00,49.341192,-49.41899,43.1,212,OFF,69.8
GPS0000574,VEH0053,2026-03-31 22:18:00,9.549013,-138.264422,111.6,77,OFF,54.3
GPS0001044,VEH0045,2026-06-13 16:36:00,20.254668,-146.778101,113.7,226,ON,23.5
GPS0002211,VEH0007,2026-01-20 01:08:00,-12.373686,-84.679811,58.4,217,OFF,55.8
GPS0000849,VEH0015,2026-05-05 14:45:00,53.697521,169.103932,80.7,184,ON,65.6
GPS0002400,VEH0037,2026-01-31 14:19:00,62.053667,-152.232473,50.6,309,OFF,21.2
GPS0001280,VEH0007,2026-07-11 17:42:00,48.405627,145.365473,18.5,39,ON,41.6
GPS0001045,VEH0042,2026-01-03 04:44:00,-20.948313,6.376737,67.5,258,ON,76.5
GPS0002221,VEH0044,2026-02-01 01:46:00,-3.149917,166.935594,107.3,237,ON,54.8
GPS0000126,VEH0033,2026-05-04 03:05:00,-79.940818,-16.544972,26.7,34,OFF,83.8
GPS0001979,VEH0009,2026-07-17 00:48:00,-84.874231,85.437824,111.7,329,ON,23.7
GPS0002019,VEH0040,2026-01-24 05:53:00,-59.878465,-67.51429,56.2,147,ON,66.9
GPS0002183,VEH0002,2026-02-12 16:00:00,156.409966,-103.698639,52.7,173,OFF,16.3
GPS0000221,VEH0015,2026-03-17 23:49:00,3.375581,92.880174,116.3,88,OFF,51.7
GPS0000453,VEH0045,2026-01-14 19:11:00,25.599015,140.180729,111.8,28,OFF,90.3
GPS0001248,VEH0037,2026-07-11 21:40:00,-69.571517,69.647238,115.1,117,ON,58.8
GPS0000150,VEH0029,2026-06-01 08:08:00,74.042689,128.083278,75.7,131,OFF,34.2
GPS0001300,VEH0051,2026-05-18 16:23:00,11.804736,154.288186,76.0,114,ON,86.8
GPS0002170,VEH0056,2026-07-15 00:27:00,14.859563,52.597,100.3,129,ON,85.0
GPS0002282,VEH0054,2026-01-16 22:46:00,23.734743,98.612342,31.4,65,OFF,68.7
GPS0001725,VEH0026,2026-03-04 02:28:00,-48.39142,-175.057404,37.2,148,OFF,19.2
GPS0000679,VEH0035,2026-04-09 11:51:00,-74.050654,168.457799,17.1,175,OFF,96.5
GPS0002361,VEH0017,2026-03-14 21:04:00,31.133187,-42.066894,107.1,51,OFF,86.4
GPS0001728,VEH0006,2026-04-09 20:21:00,-22.325984,-55.185031,8.7,160,ON,40.6
GPS0000550,VEH0022,2026-02-06 21:23:00,-5.445896,156.080005,64.0,182,ON,31.4
GPS0002230,VEH0040,2026-03-27 23:04:00,-63.415396,14.748803,36.0,356,OFF,62.1
GPS0002451,VEH0021,2026-06-15 02:12:00,-77.419276,-88.428797,104.8,187,ON,83.2
GPS0002082,VEH0055,2026-06-03 10:57:00,34.246558,161.798213,91.0,198,ON,16.2
GPS0001081,VEH0023,2026-01-01 17:33:00,-73.543764,-163.480576,90.6,332,ON,79.3
GPS0002297,VEH0020,2026-04-17 19:56:00,49.426197,139.780267,71.5,88,OFF,31.1
GPS0002227,VEH0047,2026-04-20 21:06:00,-89.995317,-4.3702,39.8,159,ON,90.1
GPS0002368,VEH0042,2026-01-14 20:12:00,19.048576,-59.743345,68.9,331,OFF,21.8
GPS0001512,VEH0036,2026-04-16 14:55:00,-18.054037,154.979994,38.3,75,ON,27.3
GPS0001731,VEH0008,2026-03-30 13:16:00,80.599509,-16.6262,34.1,40,OFF,58.6
GPS0000937,VEH0012,2026-05-03 07:49:00,-34.655679,157.509317,100.5,203,ON,29.8
GPS0000852,VEH0034,2026-01-21 22:07:00,-49.988722,45.295804,40.7,249,OFF,37.2
GPS0001735,VEH0034,2026-03-12 18:03:00,7.729539,174.656671,8.6,316,OFF,72.5
GPS0000673,VEH0034,2026-06-08 23:47:00,-39.575626,15.84132,29.1,324,OFF,83.8
GPS0002388,VEH0045,2026-04-22 07:54:00,-29.971423,142.987617,107.5,198,OFF,32.8
GPS0000914,VEH0010,2026-04-01 22:04:00,-62.26636,135.599492,92.3,11,ON,37.5
GPS0001153,VEH0054,2026-03-22 11:48:00,27.172519,-95.2231,10.1,51,OFF,10.9
GPS0002496,VEH0013,2026-03-31 02:02:00,-72.735025,77.180206,20.6,329,ON,25.5
GPS0002416,VEH0059,2026-05-07 16:37:00,25.283911,-47.991632,62.8,107,ON,98.8
GPS0000265,VEH0054,2026-04-01 15:33:00,85.017415,-124.530705,49.0,148,OFF,39.0
GPS0000228,VEH0036,2026-03-15 08:08:00,13.380367,23.775194,8.0,154,ON,41.9
GPS0000300,VEH0022,2026-07-02 01:52:00,175.342182,82.717004,18.9,160,ON,14.3
GPS0000457,VEH0054,2026-01-31 12:40:00,-14.104189,-178.160605,20.9,285,OFF,15.1
GPS0000597,VEH0014,2026-05-01 21:15:00,6.24941,87.307498,22.7,160,OFF,53.2
GPS0001348,VEH0022,2026-02-02 15:18:00,-66.238141,-118.390984,62.4,327,ON,31.4
GPS0002102,VEH0054,2026-03-01 22:50:00,-37.153413,128.187025,34.8,82,ON,23.4
GPS0000399,VEH0035,2026-03-27 05:43:00,-29.647621,-158.305377,116.5,317,OFF,49.0
GPS0001706,VEH0021,2026-05-17 17:43:00,-43.518587,-57.885408,11.9,8,OFF,54.4
GPS0001838,VEH0055,2026-05-15 05:45:00,137.615342,-81.881216,,219,ON,60.3
GPS0002175,VEH0058,2026-01-09 01:55:00,-33.279393,32.449498,101.8,128,OFF,12.4
GPS0001647,VEH0008,2026-01-20 01:33:00,67.059036,-78.775309,11.9,152,ON,8.1
GPS0002081,VEH0002,2026-07-05 04:40:00,88.319825,66.837806,15.0,147,ON,17.2
GPS0002480,VEH0042,2026-01-31 05:38:00,-54.946045,114.053197,43.2,107,OFF,59.5
GPS0000203,VEH0049,2026-06-05 15:38:00,-24.02613,83.654548,56.6,136,OFF,65.5
GPS0000348,VEH0053,2026-03-31 03:03:00,-37.882128,111.855823,74.5,328,ON,64.4
GPS0001263,VEH0050,2026-04-03 16:51:00,-47.40688,-49.806685,87.9,231,ON,28.9
GPS0002360,VEH0025,2026-04-25 00:59:00,24.968927,-91.383463,52.6,275,OFF,11.4
GPS0001503,VEH0027,2026-03-30 07:48:00,2.618879,-20.161706,65.5,5,OFF,71.7
GPS0002346,VEH0030,2026-02-07 16:34:00,68.042345,52.37752,38.5,81,ON,44.0
